,SalePrice,OverallQual,GrLivArea,YearBuilt,OverallCond,1stFlrSF,RoofMatl_ClyTile,BsmtFinSF1,GarageArea,Condition2_PosN,BldgType_1Fam,Neighborhood_Crawfor,MSZoning_C (all),LotArea,SaleType_New,SaleCondition_Normal,Foundation_PConc,MSZoning_RM,Fireplaces,KitchenQual_Ex,Functional_Typ,Condition1_Norm,BsmtExposure_No basement,BsmtExposure_Gd,HeatingQC_Ex,ScreenPorch,Heating_Grav,Neighborhood_StoneBr,Neighborhood_NridgHt,Exterior1st_BrkFace,YearRemodAdd,WoodDeckSF,Neighborhood_MeadowV,Neighborhood_Somerst,BsmtFullBath,Neighborhood_Edwards,Functional_Maj2,LotConfig_CulDSac,CentralAir_N,CentralAir_Y,Heating_GasW,BldgType_Twnhs,PoolQC_Gd,Functional_Sev,Neighborhood_BrkSide,Exterior1st_BrkComm,GarageType_Attchd,Neighborhood_Mitchel,LandSlope_Sev,Neighborhood_ClearCr,BsmtQual_Ex,EnclosedPorch,SaleType_ConLD,Condition2_PosA,RoofMatl_Membran,Functional_Mod,BsmtUnfSF,BsmtFinSF2,Condition1_RRAe,Foundation_Stone,Fence_GdWo,Exterior1st_MetalSd,GarageType_2Types,ExterCond_TA,RoofMatl_CompShg,BsmtCond_Po
18,159000,5,1114,2004,5,1114,0,646,576,0,1,0,0,13695,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,1,0,0,0,0,1,1,0
19,139000,5,1339,1958,6,1339,0,504,294,0,1,0,0,7560,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,1,1,0
20,325300,8,2376,2005,5,1158,0,0,853,0,1,0,0,14215,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2006,240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1158,0,0,0,0,0,0,1,1,0
21,139400,7,1108,1930,7,1108,0,0,280,0,1,0,0,7449,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,205,0,0,0,0,637,0,0,0,0,0,0,1,1,0
22,230000,8,1795,2002,5,1795,0,0,534,0,1,0,0,9742,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2002,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,1,1,0
23,129900,5,1060,1976,7,1060,0,840,572,0,0,0,0,4224,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1976,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,1,1,0
24,154000,5,1060,1968,8,1060,0,188,270,0,1,0,0,8246,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2001,406,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204,668,0,0,0,0,0,0,1,0
25,256300,8,1600,2007,5,1600,0,0,890,0,1,0,0,14230,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1566,0,0,0,0,0,0,1,1,0
26,134800,5,900,1951,7,900,0,234,576,0,1,0,0,7200,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2000,222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,486,0,0,0,0,0,1,1,0
27,306000,8,1704,2007,5,1704,0,1218,772,0,1,0,0,11478,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,486,0,0,0,0,0,0,1,1,0
28,207500,5,1600,1957,6,1600,0,1277,319,0,1,0,0,16321,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1997,288,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207,0,0,0,0,1,0,1,1,0
29,68500,4,520,1927,6,520,0,0,240,0,1,0,0,6324,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1950,49,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,87,0,0,0,0,520,0,0,0,0,1,0,1,1,0
30,40000,4,1317,1920,4,649,0,0,250,0,1,0,1,8500,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,649,0,0,0,0,0,0,0,1,0
31,149350,5,1228,1966,6,1228,0,0,271,0,1,0,0,8544,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,1,1,0
32,179900,8,1234,2007,5,1234,0,0,484,0,1,0,0,11049,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1234,0,0,0,0,0,0,1,1,0
33,165500,5,1700,1959,5,1700,0,1018,447,0,1,0,0,10552,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,1,1,0
34,277500,9,1561,2005,5,1561,0,1153,556,0,0,0,0,7313,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,2005,203,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,408,0,0,0,0,1,0,1,1,0
35,309000,8,2452,2004,5,1132,0,0,691,0,1,0,0,13418,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2005,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1117,0,0,0,0,0,0,1,1,0
36,145000,5,1097,1994,5,1097,0,0,672,0,1,0,0,10859,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1995,392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,0,1,1,0
37,153000,5,1297,1954,6,1297,0,1213,498,0,1,0,0,8532,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,1,0
38,109000,5,1057,1953,7,1057,0,731,246,0,1,0,0,7922,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,1,0
39,82000,4,1152,1955,5,1152,0,0,0,0,0,0,0,6040,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1955,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
40,160000,6,1324,1965,5,1324,0,643,440,0,1,0,0,8658,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,445,0,0,0,1,0,0,1,1,0
41,170000,5,1328,1959,6,1328,0,967,308,0,1,0,0,16905,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,1,0
42,144000,5,884,1983,7,884,0,747,504,0,1,0,0,9180,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1983,240,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,1,1,0
43,130250,5,938,1975,6,938,0,280,308,0,1,0,0,9200,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1980,145,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,491,0,0,0,0,0,1,1,0
44,141000,5,1150,1959,6,1150,0,179,300,0,1,0,0,7945,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1959,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,465,506,0,0,0,0,0,1,1,0
45,319900,9,1752,2005,5,1752,0,456,576,0,0,0,0,7658,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,2005,196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1296,0,0,0,0,1,0,1,1,0
46,239686,7,2149,2003,5,1518,0,1351,670,0,1,0,0,12822,0,0,1,0,1,0,1,1,0,0,1,198,0,0,0,0,2003,168,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,83,0,0,0,0,0,0,1,1,0
47,249700,8,1656,2006,5,1656,0,24,826,0,1,0,0,11096,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2006,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,0,1,1,0
48,113000,4,1452,1920,5,736,0,0,0,0,0,0,0,4456,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,736,0,0,0,0,1,0,1,1,0
49,127000,5,955,1966,7,955,0,763,386,0,1,0,0,7742,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1966,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,1,1,0
50,177000,6,1470,1997,6,794,0,182,388,0,1,0,0,13869,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,1,1,0
51,114500,6,1176,1934,6,816,0,0,528,0,1,0,0,6240,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1950,112,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,1,1,0
52,110000,5,816,1963,5,816,0,104,516,0,0,0,0,8472,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1963,106,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,1,1,0
53,385000,9,1842,1981,5,1842,0,1810,894,0,1,0,0,50271,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1987,857,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0
54,130000,5,1360,1955,5,1360,0,384,572,0,1,0,0,7134,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
55,180500,6,1425,1964,5,1425,0,490,576,0,1,0,0,10175,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,935,0,0,0,0,0,0,1,1,0
56,172500,8,1739,1999,5,983,0,649,480,0,0,0,0,2645,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2000,115,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,321,0,0,0,0,1,0,1,1,0
57,196500,7,1720,2004,5,860,0,0,565,0,1,0,0,11645,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,1,1,0
58,438780,10,2945,2006,5,1426,0,0,641,0,1,0,0,13682,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,2006,192,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,1410,0,0,0,0,0,0,1,1,0
59,124900,5,780,1972,7,780,0,632,352,0,1,0,0,7200,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1972,196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,1,1,0
60,158000,6,1158,2004,5,1158,0,941,576,0,1,0,0,13072,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,1,0,0,0,0,1,1,0
61,101000,5,1111,1920,7,581,0,0,288,0,1,0,0,7200,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,530,0,0,0,0,1,0,1,1,0
62,202500,8,1370,2006,5,1370,0,24,484,0,0,0,0,6442,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2006,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,1,1,0
63,140000,7,1710,1921,6,902,0,0,480,0,1,0,0,10300,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1950,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,576,0,0,0,0,0,0,1,1,0
64,219500,7,2034,1997,5,1057,0,739,645,0,1,0,0,9375,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1998,576,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,1,1,0
65,317000,8,2473,2004,5,1143,0,0,852,0,1,0,0,9591,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2005,192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1143,0,0,0,0,0,0,1,1,0
66,180000,7,2207,1970,5,2207,0,912,576,0,1,0,0,19900,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1989,301,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,1,1,0
67,226000,7,1479,2003,5,1479,0,1013,558,0,1,0,0,10665,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2003,144,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,1,1,0
68,80000,4,747,1945,6,747,0,0,220,0,1,0,0,4608,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,747,0,0,0,0,1,0,0,1,0
69,225000,7,2287,1953,4,1304,0,603,667,0,1,0,0,15593,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1953,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,114,0,0,0,0,701,0,0,0,0,0,0,1,1,0
70,244000,7,2223,1973,6,2223,0,1880,516,0,1,0,0,13651,0,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1973,300,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,1,0
71,129500,4,845,1982,6,845,0,565,360,0,1,0,0,7599,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,1,1,0
72,185000,7,1718,1998,5,885,0,0,427,0,1,0,0,10141,0,1,1,0,1,0,1,1,0,0,0,291,0,0,0,0,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,1,1,0
73,144900,5,1086,1954,7,1086,0,320,490,0,1,0,0,10200,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2003,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,362,0,0,1,0,0,1,1,0
74,107400,3,1605,1915,6,840,0,0,379,0,1,0,0,5790,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,840,0,0,0,0,0,0,0,1,0
75,91000,4,988,1973,5,526,0,462,297,0,0,0,0,1596,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1973,120,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
76,135750,4,952,1956,7,952,0,228,283,0,1,0,0,8475,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,1,1,0
77,127000,5,1285,1948,5,1072,0,336,240,0,1,0,0,8635,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,295,41,0,0,0,0,0,1,1,0
78,136500,4,1768,1968,5,1768,0,0,0,0,0,0,0,10778,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,0,0,1,1,0
79,110000,5,1230,1910,6,682,0,0,440,0,1,0,0,10440,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1981,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,440,0,0,0,0,0,0,1,1,0
80,193500,6,2142,1968,6,1182,0,448,509,0,1,0,0,13000,0,1,0,0,1,0,1,1,0,0,0,252,0,0,0,0,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,1,0
81,153500,6,1337,1998,5,1337,0,1201,405,0,0,0,0,4500,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0
82,245000,8,1563,2007,5,1563,0,33,758,0,1,0,0,10206,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2007,144,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,1,1,0
83,126500,5,1065,1960,5,1065,0,0,461,0,1,0,0,8892,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1960,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,1,0,1,1,0
84,168500,7,1474,1995,5,804,0,0,400,0,1,0,0,8530,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1996,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,1,1,0
85,260000,8,2417,1991,5,1301,0,0,462,0,1,0,0,16059,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1992,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,1,1,0
86,174000,6,1560,2005,5,684,0,0,400,0,1,0,0,11911,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2005,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,1,1,0
87,164500,6,1224,2009,5,612,0,0,528,0,0,0,0,3951,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2009,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,1,1,0
88,85000,3,1526,1915,2,1013,0,0,0,0,1,0,1,8470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,156,1,0,0,0,1013,0,0,0,0,0,0,0,1,0
89,123600,4,990,1994,5,990,0,588,0,0,1,0,0,8070,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,1,1,0
