,SalePrice,OverallQual,GrLivArea,BsmtQual_Ex,BsmtFinSF1,RoofMatl_ClyTile,YearBuilt,MSSubClass,Condition2_PosN,KitchenQual_Ex,BsmtExposure_Gd,OverallCond,SaleType_New,Neighborhood_NoRidge,LotArea,BedroomAbvGr,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Crawfor,GarageArea,RoofMatl_WdShngl,ExterQual_Ex,Functional_Typ,Neighborhood_Somerst,PoolQC_Ex,SaleCondition_Normal,Condition1_Norm,Exterior1st_BrkFace,BsmtExposure_Av,HeatingQC_Ex,Neighborhood_BrkSide,LotConfig_CulDSac,BldgType_2fmCon,Fireplaces,LowQualFinSF,KitchenAbvGr,MasVnrArea,PoolQC_Gd,Functional_Sev,Foundation_PConc,BsmtFinSF2,BsmtUnfSF,LandSlope_Sev,Neighborhood_Mitchel,Street_Grvl,Street_Pave,GarageType_No garage,GarageQual_No garage,TotRmsAbvGrd,ScreenPorch,MasVnrType_None,FireplaceQu_No FireplaceQu,WoodDeckSF,GarageQual_Ex,Condition2_PosA,RoofMatl_Membran,Condition1_RRAe,Fence_GdPrv,YearRemodAdd
10,129500,5,1040,0,906,0,1965,20,0,0,0,5,0,0,11200,3,0,0,0,384,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,134,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1965
11,345000,9,2324,1,998,0,2005,60,0,1,0,5,1,0,11924,4,1,0,0,736,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,286.0,0,0,1,0,177,0,0,0,1,0,0,11,0,0,0,147,0,0,0,0,0,2006
12,144000,5,912,0,737,0,1962,20,0,0,0,6,0,0,12968,2,0,0,0,352,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,175,0,0,0,1,0,0,4,176,1,1,140,0,0,0,0,0,1962
13,279500,7,1494,0,0,0,2006,20,0,0,0,5,1,0,10652,3,0,0,0,840,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,306.0,0,0,1,0,1494,0,0,0,1,0,0,7,0,0,0,160,0,0,0,0,0,2007
14,157000,6,1253,0,733,0,1960,20,0,0,0,5,0,0,10920,2,0,0,0,352,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,212.0,0,0,0,0,520,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1960
15,132000,7,854,0,0,0,1929,45,0,0,0,8,0,0,6120,2,0,0,0,576,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,832,0,0,0,1,0,0,5,0,1,1,48,0,0,0,0,1,2001
16,149000,6,1004,0,578,0,1970,20,0,0,0,7,0,0,11241,2,0,0,0,480,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,180.0,0,0,0,0,426,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1970
17,90000,4,1296,0,0,0,1967,90,0,0,0,5,0,0,10791,2,0,0,0,516,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1967
18,159000,5,1114,0,646,0,2004,20,0,0,0,5,0,0,13695,3,0,0,0,576,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,468,0,0,0,1,0,0,6,0,1,1,0,0,0,0,1,0,2004
19,139000,5,1339,0,504,0,1958,20,0,0,0,6,0,0,7560,3,0,0,0,294,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,525,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1965
20,325300,8,2376,1,0,0,2005,60,0,0,0,5,1,0,14215,4,1,0,0,853,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,380.0,0,0,1,0,1158,0,0,0,1,0,0,9,0,0,0,240,0,0,0,0,0,2006
21,139400,7,1108,0,0,0,1930,45,0,0,0,7,0,0,7449,3,0,0,0,280,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,637,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,1,1950
22,230000,8,1795,0,0,0,2002,20,0,0,0,5,0,0,9742,3,0,0,0,534,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,281.0,0,0,1,0,1777,0,0,0,1,0,0,7,0,0,0,171,0,0,0,0,0,2002
23,129900,5,1060,0,840,0,1976,120,0,0,0,7,0,0,4224,3,0,0,0,572,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,200,0,0,0,1,0,0,6,0,1,0,100,0,0,0,0,0,1976
24,154000,5,1060,0,188,0,1968,20,0,0,0,8,0,0,8246,3,0,0,0,270,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,0,668,204,0,0,0,1,0,0,6,0,1,0,406,0,0,0,0,0,2001
25,256300,8,1600,0,0,0,2007,20,0,0,0,5,0,0,14230,3,1,0,0,890,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,640.0,0,0,1,0,1566,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2007
26,134800,5,900,0,234,0,1951,20,0,0,0,7,0,0,7200,3,0,0,0,576,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,486,180,0,0,0,1,0,0,5,0,1,1,222,0,0,0,0,0,2000
27,306000,8,1704,1,1218,0,2007,20,0,0,0,5,0,0,11478,3,1,0,0,772,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,200.0,0,0,1,0,486,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2008
28,207500,5,1600,0,1277,0,1957,20,0,0,1,6,0,0,16321,2,0,0,0,319,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0.0,0,0,0,0,207,0,0,0,1,0,0,6,0,1,0,288,0,0,0,0,0,1997
29,68500,4,520,0,0,0,1927,30,0,0,0,6,0,0,6324,1,0,0,0,240,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,520,0,0,0,1,0,0,4,0,1,1,49,0,0,0,0,0,1950
30,40000,4,1317,0,0,0,1920,70,0,0,0,4,0,0,8500,3,0,0,0,250,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,649,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1950
31,149350,5,1228,0,0,0,1966,20,0,0,0,6,0,0,8544,3,0,0,0,271,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,1228,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,2006
32,179900,8,1234,1,0,0,2007,20,0,0,0,5,0,0,11049,3,0,0,0,484,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,0,0,1,0,1234,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,2007
33,165500,5,1700,0,1018,0,1959,20,0,0,0,5,0,0,10552,4,0,0,0,447,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,380,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1959
34,277500,9,1561,1,1153,0,2005,120,0,1,0,5,0,0,7313,2,1,0,0,556,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,246.0,0,0,1,0,408,0,0,0,1,0,0,6,0,0,0,203,0,0,0,0,0,2005
35,309000,8,2452,1,0,0,2004,60,0,0,0,5,0,0,13418,4,1,0,0,691,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,132.0,0,0,1,0,1117,0,0,0,1,0,0,9,0,0,0,113,0,0,0,0,0,2005
36,145000,5,1097,0,0,0,1994,20,0,0,0,5,0,0,10859,3,0,0,0,672,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,1097,0,0,0,1,0,0,6,0,1,1,392,0,0,0,0,0,1995
37,153000,5,1297,0,1213,0,1954,20,0,0,0,6,0,0,8532,3,0,0,0,498,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,650.0,0,0,0,0,84,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1990
38,109000,5,1057,0,731,0,1953,20,0,0,0,7,0,0,7922,3,0,0,0,246,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,326,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,2007
39,82000,4,1152,0,0,0,1955,90,0,0,0,5,0,0,6040,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,1,1,1,6,0,1,1,0,0,0,0,0,0,1955
40,160000,6,1324,0,643,0,1965,20,0,0,0,5,0,0,8658,3,0,0,0,440,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,101.0,0,0,0,0,445,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1965
41,170000,5,1328,0,967,0,1959,20,0,0,1,6,0,0,16905,2,0,0,0,308,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0,383,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1959
42,144000,5,884,0,747,0,1983,85,0,0,0,7,0,0,9180,2,0,0,0,504,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0.0,0,0,0,93,0,0,0,0,1,0,0,5,0,1,1,240,0,0,0,0,0,1983
43,130250,5,938,0,280,0,1975,20,0,0,0,6,0,0,9200,3,0,0,0,308,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0.0,0,0,0,491,167,0,0,0,1,0,0,5,0,1,1,145,0,0,0,0,0,1980
44,141000,5,1150,0,179,0,1959,20,0,0,0,6,0,0,7945,3,0,0,0,300,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,506,465,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1959
45,319900,9,1752,1,456,0,2005,120,0,1,0,5,0,0,7658,2,1,0,0,576,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,412.0,0,0,1,0,1296,0,0,0,1,0,0,6,0,0,0,196,0,0,0,0,0,2005
46,239686,7,2149,1,1351,0,2003,50,0,0,0,5,0,0,12822,1,0,0,0,670,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.0,0,0,1,0,83,0,1,0,1,0,0,6,198,1,0,168,0,0,0,0,0,2003
47,249700,8,1656,0,24,0,2006,20,0,0,0,5,0,0,11096,3,0,0,0,826,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,0,0,1,0,1632,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,2006
48,113000,4,1452,0,0,0,1920,190,0,0,0,5,1,0,4456,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.0,0,0,0,0,736,0,0,0,1,1,1,8,0,1,1,0,0,0,0,0,0,2008
49,127000,5,955,0,763,0,1966,20,0,0,0,7,0,0,7742,3,0,0,0,386,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,192,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1966
50,177000,6,1470,0,182,0,1997,60,0,0,0,6,0,0,13869,3,0,0,0,388,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0,0,1,0,612,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1997
51,114500,6,1176,0,0,0,1934,50,0,0,0,6,0,0,6240,3,0,0,0,528,0,0,1,0,0,1,1,0,0,0,1,0,0,1,360,1,0.0,0,0,1,0,816,0,0,0,1,0,0,6,0,1,0,112,0,0,0,0,0,1950
52,110000,5,816,0,104,0,1963,90,0,0,1,5,0,0,8472,2,0,0,0,516,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,712,0,0,0,1,0,0,0,5,0,1,1,106,0,0,0,0,0,1963
53,385000,9,1842,1,1810,0,1981,20,0,0,1,5,0,0,50271,0,0,0,0,894,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,32,0,0,0,1,0,0,5,0,1,0,857,0,0,0,0,0,1987
54,130000,5,1360,0,384,0,1955,80,0,0,0,5,0,0,7134,3,0,0,0,572,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1955
55,180500,6,1425,0,490,0,1964,20,0,0,0,5,0,0,10175,3,0,0,0,576,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,272.0,0,0,0,0,935,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1964
56,172500,8,1739,0,649,0,1999,160,0,0,0,5,0,0,2645,3,0,0,0,480,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,456.0,0,0,1,0,321,0,0,0,1,0,0,7,0,0,1,115,0,0,0,0,0,2000
57,196500,7,1720,0,0,0,2004,60,0,0,0,5,0,0,11645,3,0,0,0,565,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,860,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,2004
58,438780,10,2945,1,0,0,2006,60,0,0,1,5,1,0,13682,3,0,1,0,641,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1031.0,0,0,1,0,1410,0,0,0,1,0,0,10,0,0,0,192,0,0,0,0,0,2006
59,124900,5,780,0,632,0,1972,20,0,0,0,7,0,0,7200,2,0,0,0,352,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,148,0,0,0,1,0,0,4,0,1,1,196,0,0,0,0,0,1972
60,158000,6,1158,0,941,0,2004,20,0,0,0,5,1,0,13072,3,0,0,0,576,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,217,0,0,0,1,0,0,5,0,1,1,0,0,0,0,1,0,2004
61,101000,5,1111,0,0,0,1920,75,0,0,0,7,0,0,7200,3,0,0,0,288,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,530,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1996
62,202500,8,1370,0,24,0,2006,120,0,0,0,5,0,0,6442,2,1,0,0,484,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,178.0,0,0,1,0,1346,0,0,0,1,0,0,6,0,0,0,120,0,0,0,0,0,2006
63,140000,7,1710,0,0,0,1921,70,0,0,0,6,0,0,10300,3,0,0,0,480,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,576,0,0,0,1,0,0,9,0,1,1,12,0,0,0,0,1,1950
64,219500,7,2034,0,739,0,1997,60,0,0,0,5,0,0,9375,3,0,0,0,645,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,573.0,0,0,1,0,318,0,0,0,1,0,0,8,0,0,1,576,0,0,0,0,1,1998
65,317000,8,2473,1,0,0,2004,60,0,0,0,5,0,0,9591,4,1,0,0,852,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,344.0,0,0,1,0,1143,0,0,0,1,0,0,9,0,0,0,192,0,0,0,0,0,2005
66,180000,7,2207,0,912,0,1970,20,0,0,1,5,0,0,19900,3,0,0,0,576,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,287.0,0,0,0,0,1035,0,0,0,1,0,0,7,0,0,0,301,0,0,0,0,0,1989
67,226000,7,1479,0,1013,0,2003,20,0,0,0,5,0,0,10665,3,0,0,0,558,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,167.0,0,0,1,0,440,0,0,0,1,0,0,7,0,0,1,144,0,0,0,0,0,2003
68,80000,4,747,0,0,0,1945,30,0,0,0,6,0,0,4608,2,0,0,0,220,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,747,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1950
69,225000,7,2287,0,603,0,1953,50,0,0,0,4,0,0,15593,3,0,0,0,667,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,701,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1953
70,244000,7,2223,0,1880,0,1973,20,0,0,1,6,0,0,13651,3,0,0,0,516,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,1,1115.0,0,0,0,0,343,0,0,0,1,0,0,8,0,0,0,300,0,0,0,0,0,1973
71,129500,4,845,0,565,0,1982,20,0,0,0,6,0,0,7599,2,0,0,0,360,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,280,0,1,0,1,0,0,4,0,1,1,0,0,0,0,0,0,2006
72,185000,7,1718,0,0,0,1998,60,0,0,0,5,0,0,10141,3,0,0,0,427,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,40.0,0,0,1,0,832,0,0,0,1,0,0,7,291,0,0,0,0,0,0,0,0,1998
73,144900,5,1086,0,320,0,1954,20,0,0,0,7,0,0,10200,3,0,0,0,490,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,104.0,0,0,0,362,404,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,2003
74,107400,3,1605,0,0,0,1915,50,0,0,0,6,0,0,5790,3,0,0,0,379,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,840,0,0,0,1,0,0,8,0,1,1,0,0,0,0,0,0,1950
75,91000,4,988,0,462,0,1973,180,0,0,1,5,0,0,1596,2,0,0,0,297,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,120,0,0,0,0,0,1973
76,135750,4,952,0,228,0,1956,20,0,0,0,7,0,0,8475,2,0,0,0,283,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,724,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1956
77,127000,5,1285,0,336,0,1948,50,0,0,0,5,0,0,8635,2,0,0,0,240,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,0,0,41,295,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,2001
78,136500,4,1768,0,0,0,1968,90,0,0,0,5,0,0,10778,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,1768,0,0,0,1,1,1,8,0,1,1,0,0,0,0,0,0,1968
79,110000,5,1230,0,0,0,1910,50,0,0,0,6,0,0,10440,2,0,0,0,440,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,440,0,0,0,1,0,0,5,0,1,1,74,0,0,0,0,0,1981
80,193500,6,2142,0,448,0,1968,60,0,0,0,6,0,0,13000,4,0,0,0,509,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,576.0,0,0,0,0,448,0,0,0,1,0,0,8,252,0,0,0,0,0,0,0,0,1968
81,153500,6,1337,1,1201,0,1998,120,0,0,0,5,0,0,4500,2,0,0,0,405,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,443.0,0,0,1,0,36,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1998
82,245000,8,1563,0,33,0,2007,20,0,0,0,5,0,0,10206,3,0,0,0,758,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,468.0,0,0,1,0,1530,0,0,0,1,0,0,6,0,0,0,144,0,0,0,0,0,2007
83,126500,5,1065,0,0,0,1960,20,0,0,0,5,0,0,8892,3,0,0,0,461,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,66.0,0,0,0,0,1065,0,0,0,1,0,0,6,0,0,1,74,0,0,0,0,0,1960
84,168500,7,1474,0,0,0,1995,80,0,0,0,5,0,0,8530,3,0,0,0,400,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,22.0,0,0,1,0,384,0,0,0,1,0,0,7,0,0,0,120,0,0,0,0,0,1996
85,260000,8,2417,0,0,0,1991,60,0,0,0,5,0,1,16059,4,0,0,0,462,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,284.0,0,0,0,0,1288,0,0,0,1,0,0,9,0,0,0,127,0,0,0,0,0,1992
86,174000,6,1560,0,0,0,2005,60,0,0,0,5,0,0,11911,3,0,0,0,400,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0.0,0,0,1,0,684,0,0,0,1,0,0,6,0,1,0,100,0,0,0,0,0,2005
87,164500,6,1224,0,0,0,2009,160,0,0,0,5,1,0,3951,2,0,0,0,528,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,76.0,0,0,1,0,612,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,2009
88,85000,3,1526,0,0,0,1915,50,0,0,0,2,0,0,8470,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,513,1,0.0,0,0,0,0,1013,0,0,0,1,1,1,6,0,1,1,0,0,0,0,0,0,1982
89,123600,4,990,0,588,0,1994,20,0,0,0,5,0,0,8070,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,402,0,0,0,1,1,1,5,0,1,1,0,0,0,0,0,0,1995
90,109900,4,1040,0,0,0,1950,20,0,0,0,5,0,0,7200,2,0,0,0,420,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1950
91,98600,5,1235,0,600,0,1961,20,0,0,0,3,0,0,8500,2,0,0,0,480,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,203.0,0,0,0,0,635,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1961
92,163500,5,964,0,713,0,1921,30,0,0,0,7,0,0,13360,2,0,0,1,432,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,163,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,2006
93,133900,6,2291,0,1046,0,1910,190,0,0,0,6,0,0,7200,4,0,0,0,506,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,2,0.0,0,0,0,0,168,0,0,0,1,0,0,9,99,1,0,0,0,0,0,0,0,1998
94,204750,6,1786,0,648,0,1997,60,0,0,0,5,0,0,9337,3,0,0,0,684,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,176,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,1997
95,185000,6,1470,0,310,0,1993,60,0,0,0,8,0,0,9765,3,0,0,0,420,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,68.0,0,0,1,0,370,0,0,0,1,0,0,6,0,0,0,232,0,0,0,0,0,1993
96,214000,7,1588,0,1162,0,1999,20,0,0,0,5,0,0,10264,3,0,0,0,472,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,183.0,0,0,1,0,426,0,0,0,1,0,0,6,0,0,1,158,0,0,0,0,0,1999
97,94750,4,960,0,520,0,1965,20,0,0,0,5,0,0,10921,3,0,0,0,432,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,48.0,0,0,0,0,440,0,0,0,1,0,0,6,0,0,1,120,0,0,0,0,0,1965
98,83000,5,835,0,108,0,1920,30,0,0,0,5,0,0,10625,2,0,0,0,366,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,350,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1950
99,128950,4,1225,0,569,0,1959,20,0,0,0,5,0,0,9320,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,381,0,0,0,1,1,1,6,0,1,1,352,0,0,0,0,0,1959
